user_id,age,income_monthly,expenses_monthly,goal_type,goal_amount,goal_years,risk_profile,preferred_investments,marital_status,dependents,employment_type,investment_experience,location_tier,time_until_retirement,emergency_fund,current_assets,savings_monthly,can_invest,predicted_sip,allocation_mutual_funds,allocation_gold,allocation_fd
947,50,36301,16708,retirement,8567248,25,high,"stocks,mutual_funds",married,3,salaried,beginner,Tier 3,10,42534,1595288.0,19593,True,19593,13715,1959,3919
948,52,70856,32400,retirement,13387693,23,medium,"fd,gold",single,2,self-employed,intermediate,Tier 3,8,62184,4910774.0,38456,True,38456,19228,7691,11537
949,41,16537,7234,retirement,19948452,27,low,"stocks,mutual_funds",single,3,business,beginner,Tier 1,19,59659,4162924.0,9303,True,9303,2790,2790,3723
950,28,170917,94554,retirement,16397380,26,low,"stocks,gold",married,1,salaried,beginner,Tier 3,32,88049,289647.0,76363,True,52555,15766,15766,21023
951,31,42818,19746,retirement,16127304,26,low,"stocks,real_estate",single,0,salaried,beginner,Tier 2,29,74603,3822515.0,23072,True,23072,6921,6921,9230
952,39,47317,34033,bike,165585,2,medium,"real_estate,fd",single,0,salaried,beginner,Tier 3,21,53270,2790855.0,13284,True,6899,3449,1379,2071
953,50,95206,50588,car,1363313,2,medium,"fd,mutual_funds",married,0,self-employed,expert,Tier 1,10,28723,2868767.0,44618,True,44618,22309,8923,13386
954,32,41498,22484,education,870217,6,medium,"stocks,mutual_funds",married,1,self-employed,beginner,Tier 2,28,31028,2178825.0,19014,True,12086,6043,2417,3626
955,41,169169,68084,wedding,1875544,4,low,"real_estate,stocks",married,0,business,expert,Tier 1,19,20043,3272989.0,101085,True,39073,11721,11721,15631
956,54,196299,141440,bike,89483,2,low,"fd,mutual_funds",single,3,business,beginner,Tier 2,6,80652,4260037.0,54859,True,3728,1118,1118,1492
957,26,106038,55193,car,1426281,5,low,"gold,stocks",single,0,salaried,beginner,Tier 1,34,70149,1119634.0,50845,True,23771,7131,7131,9509
958,51,49929,24719,wedding,662434,4,low,"fd,stocks",married,0,salaried,expert,Tier 1,9,52356,2224749.0,25210,True,13800,4140,4140,5520
959,30,21041,11357,wedding,1741517,3,low,"fd,stocks",married,2,business,expert,Tier 1,30,22548,4410866.0,9684,True,9684,2905,2905,3874
960,44,176409,74889,education,1307787,6,low,"fd,gold",single,2,business,expert,Tier 1,16,86899,4469713.0,101520,True,18163,5448,5448,7267
961,53,183913,93255,car,1364164,3,medium,"gold,fd",married,1,business,beginner,Tier 3,7,5767,632314.0,90658,True,37893,18946,7578,11369
962,46,186169,115993,car,1310789,3,low,"fd,stocks",married,2,salaried,none,Tier 3,14,41674,611548.0,70176,True,36410,10923,10923,14564
963,24,195536,134063,car,585541,4,low,"mutual_funds,stocks",married,3,salaried,expert,Tier 2,36,77377,1753728.0,61473,True,12198,3659,3659,4880
964,33,91298,56651,wedding,1010609,3,low,"mutual_funds,stocks",single,3,salaried,intermediate,Tier 2,27,43445,4953467.0,34647,True,28072,8421,8421,11230
965,43,121170,67538,wedding,713482,5,medium,"stocks,mutual_funds",married,0,salaried,beginner,Tier 3,17,42755,3859821.0,53632,True,11891,5945,2378,3568
966,29,90361,41284,retirement,3081171,17,high,"real_estate,fd",single,0,self-employed,intermediate,Tier 1,31,14490,2299476.0,49077,True,15103,10572,1510,3021
967,32,152934,62195,car,1183258,5,medium,"mutual_funds,stocks",married,3,business,intermediate,Tier 2,28,93090,1410573.0,90739,True,19720,9860,3944,5916
968,40,57879,27195,wedding,740028,5,medium,"real_estate,fd",married,3,business,intermediate,Tier 2,20,91184,4285040.0,30684,True,12333,6166,2466,3701
969,40,193130,95448,retirement,5757398,16,medium,"stocks,gold",married,1,business,expert,Tier 1,20,42387,726935.0,97682,True,29986,14993,5997,8996
970,26,185715,78791,wedding,901072,4,medium,"real_estate,fd",married,0,business,beginner,Tier 3,34,40790,1006010.0,106924,True,18772,9386,3754,5632
971,44,158377,74673,retirement,10742237,25,low,"gold,real_estate",married,0,business,expert,Tier 2,16,44462,469503.0,83704,True,35807,10742,10742,14323
972,22,49160,34615,education,969745,4,low,"gold,real_estate",single,1,salaried,beginner,Tier 1,38,49247,1709537.0,14545,True,14545,4363,4363,5819
973,48,20544,11757,education,887536,5,medium,"fd,gold",single,1,self-employed,expert,Tier 2,12,24641,3398549.0,8787,True,8787,4393,1757,2637
974,35,95021,53413,education,350713,5,medium,"fd,stocks",married,3,self-employed,intermediate,Tier 2,25,63466,1626845.0,41608,True,5845,2922,1169,1754
975,43,130631,69435,car,507441,2,low,"stocks,real_estate",married,0,business,none,Tier 1,17,27760,2804036.0,61196,True,21143,6342,6342,8459
976,30,80614,45458,retirement,9724504,22,high,"fd,gold",married,1,business,expert,Tier 1,30,18362,4179977.0,35156,True,35156,24609,3515,7032
977,55,164634,70706,education,1162839,5,medium,"mutual_funds,stocks",married,1,business,intermediate,Tier 1,5,97918,1114367.0,93928,True,19380,9690,3876,5814
978,40,165737,122321,car,748292,4,high,"stocks,mutual_funds",married,2,self-employed,expert,Tier 1,20,37888,3333549.0,43416,True,15589,10912,1558,3119
979,25,130652,96747,wedding,1537886,3,high,"fd,real_estate",single,1,business,intermediate,Tier 2,35,62676,3643345.0,33905,True,33905,23733,3390,6782
980,58,178535,133152,retirement,11840597,13,low,"gold,real_estate",married,2,salaried,intermediate,Tier 3,2,14718,4962301.0,45383,True,45383,13614,13614,18155
981,50,62599,31202,bike,105406,2,medium,"mutual_funds,stocks",single,0,self-employed,expert,Tier 3,10,18503,2754114.0,31397,True,4391,2195,878,1318
982,23,65390,48996,bike,61906,2,low,"real_estate,fd",single,1,self-employed,expert,Tier 1,37,31140,4434077.0,16394,True,2579,773,773,1033
983,46,96199,39990,car,821777,2,medium,"real_estate,mutual_funds",single,1,self-employed,expert,Tier 1,14,78302,1717832.0,56209,True,34240,17120,6848,10272
984,22,131116,91186,bike,146394,2,low,"mutual_funds,real_estate",single,2,salaried,intermediate,Tier 1,38,73607,66939.0,39930,True,6099,1829,1829,2441
985,57,196787,140532,wedding,699294,5,high,"stocks,fd",married,3,business,beginner,Tier 1,3,40321,4115011.0,56255,True,11654,8157,1165,2332
986,24,162531,111301,wedding,1815777,4,low,"fd,real_estate",married,1,self-employed,expert,Tier 3,36,40030,2297837.0,51230,True,37828,11348,11348,15132
987,26,130080,94868,car,638178,4,medium,"real_estate,mutual_funds",married,0,salaried,intermediate,Tier 3,34,65119,414446.0,35212,True,13295,6647,2659,3989
988,54,51445,27774,retirement,14296266,11,low,"stocks,fd",single,3,business,expert,Tier 3,6,73322,2989905.0,23671,True,23671,7101,7101,9469
989,58,125100,65000,retirement,3821939,22,medium,"fd,stocks",married,0,self-employed,intermediate,Tier 2,2,28806,3664705.0,60100,True,14477,7238,2895,4344
990,46,188688,126006,education,1161864,3,low,"gold,stocks",single,2,salaried,none,Tier 1,14,15976,2246274.0,62682,True,32274,9682,9682,12910
991,26,96932,46000,education,920804,4,medium,"gold,real_estate",single,1,salaried,beginner,Tier 1,34,9792,4169214.0,50932,True,19183,9591,3836,5756
992,24,34252,24902,wedding,1199495,4,medium,"real_estate,fd",single,0,salaried,expert,Tier 2,36,40031,224001.0,9350,True,9350,4675,1870,2805
993,41,70311,30326,retirement,19843083,22,medium,"mutual_funds,stocks",married,0,salaried,expert,Tier 3,19,78705,2991478.0,39985,True,39985,19992,7997,11996
994,46,29591,12775,bike,60727,2,medium,"mutual_funds,stocks",married,2,salaried,none,Tier 2,14,93534,,16816,True,2530,1265,506,759
995,34,75091,39394,retirement,9194702,13,medium,"mutual_funds,fd",married,0,salaried,intermediate,Tier 1,26,52934,3170452.0,35697,True,35697,17848,7139,10710
996,43,174912,116684,education,313265,3,low,"fd,mutual_funds",single,1,business,none,Tier 2,17,84622,,58228,True,8701,2610,2610,3481
997,37,155287,68472,retirement,3611868,23,medium,"gold,real_estate",single,2,self-employed,intermediate,Tier 3,23,30008,3506800.0,86815,True,13086,6543,2617,3926
998,46,104876,76313,education,982986,3,medium,"gold,fd",single,1,salaried,expert,Tier 1,14,64789,1817581.0,28563,True,27305,13652,5461,8192
999,40,22526,11698,wedding,1747697,5,medium,"fd,real_estate",single,1,salaried,none,Tier 2,20,64117,3251824.0,10828,True,10828,5414,2165,3249
1000,39,65248,33710,education,1282716,4,low,"stocks,mutual_funds",married,0,salaried,none,Tier 3,21,80282,290346.0,31538,True,26723,8016,8016,10691
1001,27,56954,34833,wedding,762739,3,low,"real_estate,stocks",single,3,self-employed,intermediate,Tier 2,33,67665,318116.0,22121,True,21187,6356,6356,8475
1002,32,169841,78073,wedding,864765,5,low,"gold,fd",married,0,business,expert,Tier 1,28,17879,608086.0,91768,True,14412,4323,4323,5766
1003,37,192145,96385,wedding,987947,5,medium,"mutual_funds,real_estate",single,0,salaried,none,Tier 1,23,16953,2777850.0,95760,True,16465,8232,3293,4940
1004,57,169607,83171,wedding,1801288,4,high,"stocks,fd",single,3,self-employed,intermediate,Tier 1,3,43170,2376168.0,86436,True,37526,26268,3752,7506
1005,23,114976,74533,wedding,1160284,4,low,"fd,mutual_funds",married,2,self-employed,beginner,Tier 1,37,97115,2087701.0,40443,True,24172,7251,7251,9670
1006,54,85400,62415,car,763308,3,low,"gold,stocks",married,2,salaried,expert,Tier 3,6,15702,4259689.0,22985,True,21203,6360,6360,8483
1007,35,177297,125178,wedding,1008670,4,medium,"gold,fd",married,2,salaried,none,Tier 3,25,54111,2400876.0,52119,True,21013,10506,4202,6305
1008,53,195109,111711,wedding,634585,3,high,"mutual_funds,stocks",married,2,business,none,Tier 2,7,85373,1700522.0,83398,True,17627,12338,1762,3527
1009,46,46007,18960,retirement,12555821,27,medium,"fd,stocks",married,0,business,none,Tier 3,14,31393,3050827.0,27047,True,27047,13523,5409,8115
1010,56,119263,58768,bike,65993,2,medium,"stocks,fd",single,2,salaried,beginner,Tier 2,4,57066,2521146.0,60495,True,2749,1374,549,826
1011,32,133558,93871,car,1411214,4,medium,"real_estate,gold",single,2,business,beginner,Tier 1,28,88569,4247739.0,39687,True,29400,14700,5880,8820
1012,23,68331,29779,wedding,1970851,4,medium,"stocks,gold",married,1,business,intermediate,Tier 1,37,57389,2986598.0,38552,True,38552,19276,7710,11566
1013,47,58890,33168,education,903841,5,high,"fd,real_estate",single,3,business,none,Tier 2,13,80164,,25722,True,15064,10544,1506,3014
1014,58,51113,23452,retirement,15884085,19,low,"real_estate,fd",married,2,business,none,Tier 2,2,79632,3805490.0,27661,True,27661,8298,8298,11065
1015,32,173571,102246,retirement,17808756,16,high,"mutual_funds,fd",married,1,business,intermediate,Tier 2,28,61247,1270682.0,71325,True,71325,49927,7132,14266
1016,46,39596,26171,education,358382,5,high,"stocks,real_estate",married,3,self-employed,none,Tier 2,14,88029,2150923.0,13425,True,5973,4181,597,1195
1017,53,77257,50639,retirement,7973064,28,low,"real_estate,gold",single,2,salaried,intermediate,Tier 3,7,82924,4797924.0,26618,True,23729,7118,7118,9493
1018,39,145912,81855,retirement,12464656,20,high,"fd,gold",single,2,self-employed,expert,Tier 2,21,31849,3459413.0,64057,True,51936,36355,5193,10388
1019,43,17765,10597,education,793377,4,low,"fd,stocks",married,2,business,beginner,Tier 3,17,95518,4917920.0,7168,True,7168,2150,2150,2868
1020,53,164725,121820,bike,99339,2,high,"fd,stocks",single,0,business,intermediate,Tier 3,7,47399,4026173.0,42905,True,4139,2897,413,829
1021,27,160778,69365,education,818993,6,high,"stocks,fd",single,0,self-employed,none,Tier 1,33,90879,1031271.0,91413,True,11374,7961,1137,2276
1022,59,147385,110530,education,1292206,5,low,"real_estate,stocks",married,1,business,intermediate,Tier 3,1,40863,3083361.0,36855,True,21536,6460,6460,8616
1023,33,85968,63123,education,671687,6,medium,"stocks,real_estate",married,2,salaried,intermediate,Tier 2,27,64274,4134457.0,22845,True,9328,4664,1865,2799
1024,56,41739,30542,car,931661,3,high,"stocks,fd",single,3,business,none,Tier 1,4,72863,672215.0,11197,True,11197,7837,1119,2241
1025,29,22642,16439,bike,98192,2,low,"fd,mutual_funds",married,1,business,none,Tier 1,31,24558,1365502.0,6203,True,4091,1227,1227,1637
1026,47,165534,107188,education,397469,5,high,"mutual_funds,real_estate",married,3,salaried,none,Tier 2,13,65926,2878340.0,58346,True,6624,4636,662,1326
1027,59,157979,67084,education,737359,3,medium,"stocks,real_estate",married,2,salaried,none,Tier 1,1,18163,2929198.0,90895,True,20482,10241,4096,6145
1028,41,188650,117995,car,605671,4,medium,"gold,stocks",single,2,self-employed,none,Tier 3,19,97934,2923798.0,70655,True,12618,6309,2523,3786
1029,55,117802,77652,car,790447,4,medium,"gold,fd",married,1,salaried,none,Tier 2,5,63408,3364479.0,40150,True,16467,8233,3293,4941
1030,46,94731,40923,car,1250712,4,low,"gold,stocks",married,2,business,beginner,Tier 3,14,63703,2210231.0,53808,True,26056,7816,7816,10424
1031,31,16214,8691,retirement,13286846,24,high,"mutual_funds,stocks",married,1,salaried,beginner,Tier 3,29,42792,,7523,True,7523,5266,752,1505
1032,31,140266,97910,education,928580,3,low,"fd,stocks",single,1,business,none,Tier 3,29,43346,2988287.0,42356,True,25793,7737,7737,10319
1033,23,62819,46705,bike,170186,1,low,"real_estate,gold",single,3,business,expert,Tier 1,37,35699,1757229.0,16114,True,14182,4254,4254,5674
1034,23,134496,85075,retirement,13895584,19,low,"real_estate,gold",married,1,business,none,Tier 3,37,21619,1700870.0,49421,True,49421,14826,14826,19769
1035,29,29779,18235,retirement,12196670,17,medium,"real_estate,mutual_funds",single,0,salaried,beginner,Tier 2,31,17178,4657455.0,11544,True,11544,5772,2308,3464
1036,48,37784,24550,bike,172167,2,low,"gold,mutual_funds",single,0,self-employed,intermediate,Tier 2,12,83608,2092749.0,13234,True,7173,2151,2151,2871
1037,29,178384,76669,wedding,1405352,5,medium,"gold,mutual_funds",single,2,salaried,none,Tier 1,31,72313,,101715,True,23422,11711,4684,7027
1038,36,95308,71235,wedding,911377,3,low,"gold,mutual_funds",single,2,business,beginner,Tier 3,24,29502,4280061.0,24073,True,24073,7221,7221,9631
1039,45,113273,57659,education,1196650,6,low,"mutual_funds,gold",married,3,business,beginner,Tier 3,15,13998,3879994.0,55614,True,16620,4986,4986,6648
1040,56,85192,38955,car,1146631,3,low,"fd,mutual_funds",married,0,business,beginner,Tier 2,4,6242,707191.0,46237,True,31850,9555,9555,12740
1041,55,43511,26558,retirement,13279184,10,medium,"gold,real_estate",married,2,salaried,none,Tier 2,5,56507,257580.0,16953,True,16953,8476,3390,5087
1042,30,115128,83662,education,464244,4,high,"mutual_funds,gold",single,0,self-employed,none,Tier 2,30,92236,61017.0,31466,True,9671,6769,967,1935
1043,27,45348,26801,bike,181070,2,high,"gold,mutual_funds",married,3,salaried,beginner,Tier 2,33,49553,3065624.0,18547,True,7544,5280,754,1510
1044,24,50851,35851,bike,187152,1,low,"stocks,fd",single,2,salaried,beginner,Tier 1,36,72005,4281797.0,15000,True,15000,4500,4500,6000
1045,57,182462,99903,retirement,5780877,16,medium,"fd,mutual_funds",single,3,salaried,beginner,Tier 2,3,27912,2118535.0,82559,True,30108,15054,6021,9033
1046,25,122293,77373,wedding,1526850,3,medium,"mutual_funds,stocks",married,3,self-employed,intermediate,Tier 1,35,10534,2894517.0,44920,True,42412,21206,8482,12724
1047,44,126695,89176,bike,94268,1,low,"real_estate,fd",married,3,salaried,beginner,Tier 1,16,31336,2937225.0,37519,True,7855,2356,2356,3143
1048,50,47959,19307,car,998411,4,low,"real_estate,gold",married,3,salaried,none,Tier 1,10,26498,3790214.0,28652,True,20800,6240,6240,8320
1049,47,123775,90882,education,1164609,3,medium,"mutual_funds,stocks",married,0,self-employed,beginner,Tier 2,13,59646,1966195.0,32893,True,32350,16175,6470,9705
1050,46,132399,94944,retirement,13885249,22,medium,"gold,stocks",single,2,salaried,none,Tier 1,14,96228,4580801.0,37455,True,37455,18727,7491,11237
1051,49,107091,56208,retirement,3893150,17,medium,"gold,real_estate",married,2,salaried,expert,Tier 3,11,88488,585827.0,50883,True,19084,9542,3816,5726
1052,33,160764,83344,education,721743,4,low,"real_estate,stocks",single,2,self-employed,beginner,Tier 1,27,63008,1575068.0,77420,True,15036,4510,4510,6016
1053,42,156932,108230,bike,189263,2,medium,"real_estate,gold",married,2,self-employed,none,Tier 3,18,65213,4024532.0,48702,True,7885,3942,1577,2366
1054,34,113971,73119,wedding,878226,5,high,"gold,stocks",married,2,business,intermediate,Tier 3,26,90990,2006678.0,40852,True,14637,10245,1463,2929
1055,59,18650,13934,education,1089622,4,low,"stocks,mutual_funds",single,1,business,intermediate,Tier 1,1,37125,1328343.0,4716,True,4716,1414,1414,1888
1056,38,163531,108348,wedding,678157,3,high,"gold,real_estate",married,1,business,beginner,Tier 1,22,86099,2400959.0,55183,True,18837,13185,1883,3769
1057,48,21895,12157,wedding,1746715,4,medium,"real_estate,gold",married,0,self-employed,none,Tier 2,12,26360,1708332.0,9738,True,9738,4869,1947,2922
1058,41,70823,29810,retirement,7074999,17,high,"stocks,real_estate",single,1,salaried,beginner,Tier 3,19,31149,1638404.0,41013,True,34681,24276,3468,6937
1059,50,85248,56420,bike,170494,2,medium,"stocks,fd",married,3,self-employed,beginner,Tier 2,10,24787,333126.0,28828,True,7103,3551,1420,2132
1060,38,37606,17663,education,1072783,6,medium,"fd,mutual_funds",married,3,salaried,beginner,Tier 2,22,51936,3813302.0,19943,True,14899,7449,2979,4471
1061,39,163430,94264,car,783609,5,low,"real_estate,stocks",married,2,business,intermediate,Tier 2,21,25595,1803313.0,69166,True,13060,3918,3918,5224
1062,59,88719,49028,car,1105853,2,medium,"gold,fd",married,1,salaried,expert,Tier 1,1,41495,3095471.0,39691,True,39691,19845,7938,11908
1063,47,132491,86451,education,1119593,6,medium,"gold,stocks",married,0,salaried,none,Tier 3,13,14716,2966933.0,46040,True,15549,7774,3109,4666
1064,41,146204,77858,bike,128921,1,medium,"fd,real_estate",single,0,business,beginner,Tier 1,19,12213,3320421.0,68346,True,10743,5371,2148,3224
1065,29,83371,34296,car,666278,2,medium,"fd,stocks",single,1,business,none,Tier 2,31,78889,327834.0,49075,True,27761,13880,5552,8329
1066,54,27062,13554,car,1118960,3,low,"gold,mutual_funds",married,1,self-employed,beginner,Tier 1,6,33205,4333191.0,13508,True,13508,4052,4052,5404
1067,28,190221,117062,wedding,786629,4,low,"fd,real_estate",single,0,self-employed,intermediate,Tier 2,32,6067,2387643.0,73159,True,16388,4916,4916,6556
1068,51,89554,44223,wedding,1258271,4,high,"stocks,real_estate",single,0,business,intermediate,Tier 3,9,24563,4946986.0,45331,True,26213,18349,2621,5243
1069,57,86327,59424,car,652773,3,medium,"fd,real_estate",single,2,salaried,beginner,Tier 2,3,25968,4634125.0,26903,True,18132,9066,3626,5440
1070,55,195580,120810,retirement,7367207,21,medium,"mutual_funds,real_estate",married,0,self-employed,none,Tier 2,5,91338,355745.0,74770,True,29234,14617,5846,8771
1071,40,189382,88667,retirement,15369135,27,low,"mutual_funds,stocks",married,3,self-employed,beginner,Tier 3,20,18231,3452410.0,100715,True,47435,14230,14230,18975
1072,33,24964,12597,car,1138157,4,medium,"fd,mutual_funds",married,0,salaried,expert,Tier 2,27,17336,1519204.0,12367,True,12367,6183,2473,3711
1073,58,90379,47913,wedding,1382566,5,medium,"real_estate,stocks",married,1,business,expert,Tier 1,2,67672,339372.0,42466,True,23042,11521,4608,6913
1074,51,99294,42500,wedding,1926297,5,medium,"real_estate,mutual_funds",single,0,salaried,intermediate,Tier 3,9,85907,,56794,True,32104,16052,6420,9632
1075,25,181328,90259,bike,98889,1,medium,"fd,real_estate",married,2,self-employed,expert,Tier 3,35,42207,4612272.0,91069,True,8240,4120,1648,2472
1076,33,20409,13871,retirement,5862750,22,medium,"real_estate,mutual_funds",single,2,self-employed,beginner,Tier 3,27,92937,1910966.0,6538,True,6538,3269,1307,1962
1077,36,165840,75373,wedding,837766,5,low,"stocks,mutual_funds",single,0,business,beginner,Tier 1,24,30596,1665270.0,90467,True,13962,4188,4188,5586
1078,34,169404,126967,retirement,8925803,28,low,"mutual_funds,fd",married,2,business,intermediate,Tier 3,26,49645,434903.0,42437,True,26564,7969,7969,10626
1079,34,152444,90569,wedding,1634077,5,low,"mutual_funds,gold",married,3,self-employed,none,Tier 3,26,21956,1590710.0,61875,True,27234,8170,8170,10894
1080,40,31709,18229,bike,75210,1,low,"gold,fd",married,1,self-employed,intermediate,Tier 2,20,43674,1617043.0,13480,True,6267,1880,1880,2507
1081,27,166152,98965,car,590043,3,high,"mutual_funds,real_estate",married,2,business,expert,Tier 1,33,70480,817128.0,67187,True,16390,11473,1639,3278
1082,54,187224,107836,wedding,1237371,5,low,"gold,mutual_funds",married,0,salaried,expert,Tier 2,6,51412,2983811.0,79388,True,20622,6186,6186,8250
1083,24,99433,40674,wedding,738366,5,medium,"mutual_funds,stocks",married,0,self-employed,beginner,Tier 2,36,84286,4457900.0,58759,True,12306,6153,2461,3692
1084,57,169596,120157,car,1341208,3,medium,"mutual_funds,stocks",married,2,self-employed,none,Tier 1,3,88797,2388692.0,49439,True,37255,18627,7451,11177
1085,25,106141,68349,bike,162390,1,low,"real_estate,fd",single,1,self-employed,none,Tier 3,35,37694,4071926.0,37792,True,13532,4059,4059,5414
1086,41,107320,45876,car,841168,2,medium,"gold,stocks",single,1,self-employed,none,Tier 3,19,75799,549471.0,61444,True,35048,17524,7009,10515
1087,41,52276,27689,retirement,16072770,28,medium,"stocks,fd",married,0,business,intermediate,Tier 1,19,12233,3261861.0,24587,True,24587,12293,4917,7377
1088,31,125545,69448,education,1457260,3,medium,"mutual_funds,real_estate",single,0,business,intermediate,Tier 2,29,99937,3405000.0,56097,True,40479,20239,8095,12145
1089,35,128815,82865,retirement,15184894,26,medium,"real_estate,mutual_funds",married,1,self-employed,none,Tier 1,25,30570,3619199.0,45950,True,45950,22975,9190,13785
1090,35,58019,28324,retirement,17912426,26,medium,"gold,mutual_funds",single,3,self-employed,intermediate,Tier 3,25,15416,3015560.0,29695,True,29695,14847,5939,8909
1091,44,16875,8003,education,795288,3,medium,"mutual_funds,gold",single,1,salaried,none,Tier 1,16,83025,2541721.0,8872,True,8872,4436,1774,2662
1092,27,29691,21609,retirement,18739434,22,high,"fd,real_estate",married,0,salaried,expert,Tier 1,33,25800,1273045.0,8082,True,8082,5657,808,1617
1093,43,36352,17081,car,1160956,4,low,"real_estate,mutual_funds",married,1,salaried,expert,Tier 2,17,49999,3738498.0,19271,True,19271,5781,5781,7709
1094,45,62279,36344,retirement,17734277,12,medium,"gold,real_estate",single,1,salaried,expert,Tier 2,15,90184,55435.0,25935,True,25935,12967,5187,7781
1095,57,74321,50741,car,431498,5,medium,"real_estate,stocks",married,1,business,beginner,Tier 3,3,40825,1377654.0,23580,True,7191,3595,1438,2158
1096,28,145698,99981,bike,102782,1,high,"fd,mutual_funds",single,0,business,none,Tier 2,32,65561,2617592.0,45717,True,8565,5995,856,1714
1097,45,41751,25609,bike,116572,1,medium,"real_estate,gold",married,1,salaried,none,Tier 2,15,28227,2183221.0,16142,True,9714,4857,1942,2915
1098,36,41370,25264,car,1182533,4,medium,"mutual_funds,gold",single,3,self-employed,beginner,Tier 1,24,10322,1950302.0,16106,True,16106,8053,3221,4832
1099,49,85793,40009,wedding,1135960,4,high,"gold,fd",married,1,business,intermediate,Tier 3,11,26390,2291105.0,45784,True,23665,16565,2366,4734
1100,45,122009,59025,education,1062922,4,low,"gold,stocks",single,2,business,expert,Tier 3,15,52013,,62984,True,22144,6643,6643,8858
1101,26,161826,96432,education,789847,3,low,"real_estate,gold",single,2,business,intermediate,Tier 2,34,41737,1589219.0,65394,True,21940,6582,6582,8776
1102,44,148268,98579,bike,190942,2,high,"stocks,fd",married,1,salaried,expert,Tier 2,16,90395,4610141.0,49689,True,7955,5568,795,1592
1103,57,59484,24660,wedding,797915,5,medium,"gold,stocks",single,2,salaried,intermediate,Tier 3,3,51540,264223.0,34824,True,13298,6649,2659,3990
1104,45,125284,61216,retirement,5612761,11,medium,"gold,stocks",married,3,self-employed,expert,Tier 1,15,54573,4942397.0,64068,True,42520,21260,8504,12756
1105,22,157832,104693,retirement,11676514,20,low,"gold,stocks",married,0,business,beginner,Tier 1,38,45100,1234592.0,53139,True,48652,14595,14595,19462
1106,49,114612,67646,retirement,13409971,19,high,"fd,stocks",married,2,self-employed,expert,Tier 2,11,36629,1531257.0,46966,True,46966,32876,4696,9394
1107,51,30775,18362,car,1089567,3,low,"stocks,gold",married,2,self-employed,beginner,Tier 1,9,58632,312199.0,12413,True,12413,3723,3723,4967
1108,23,95720,57424,education,333734,6,high,"mutual_funds,gold",married,2,self-employed,intermediate,Tier 2,37,16656,721253.0,38296,True,4635,3244,463,928
1109,55,31493,21613,wedding,1506152,3,low,"mutual_funds,stocks",married,2,business,none,Tier 2,5,66607,3875091.0,9880,True,9880,2964,2964,3952
1110,30,113408,62775,education,349297,6,high,"fd,stocks",married,1,self-employed,expert,Tier 3,30,21682,3739638.0,50633,True,4851,3395,485,971
1111,30,154909,66807,bike,153190,2,high,"gold,stocks",single,0,salaried,intermediate,Tier 3,30,91912,574658.0,88102,True,6382,4467,638,1277
1112,58,15486,10679,education,303196,3,low,"gold,fd",single,3,salaried,intermediate,Tier 3,2,99937,3728588.0,4807,True,4807,1442,1442,1923
1113,54,174297,118964,retirement,16747562,19,low,"fd,stocks",single,3,business,beginner,Tier 2,6,47487,3606995.0,55333,True,55333,16599,16599,22135
1114,58,115300,46274,bike,174682,2,medium,"stocks,mutual_funds",single,1,self-employed,intermediate,Tier 1,2,23976,2539913.0,69026,True,7278,3639,1455,2184
1115,40,71866,50424,car,653564,3,high,"mutual_funds,stocks",single,0,salaried,intermediate,Tier 1,20,20401,1314008.0,21442,True,18154,12707,1815,3632
1116,36,86492,43297,education,1425269,6,medium,"stocks,mutual_funds",single,0,salaried,beginner,Tier 1,24,32862,2283414.0,43195,True,19795,9897,3959,5939
1117,44,19331,10774,education,512854,4,high,"real_estate,stocks",single,2,salaried,none,Tier 2,16,56259,3006156.0,8557,True,8557,5989,855,1713
1118,54,102858,62809,car,604580,4,low,"real_estate,fd",single,1,salaried,expert,Tier 1,6,55617,2102109.0,40049,True,12595,3778,3778,5039
1119,57,75148,53238,retirement,3558745,13,medium,"fd,gold",single,3,salaried,intermediate,Tier 1,3,78300,3848043.0,21910,True,21910,10955,4382,6573
1120,25,60771,33450,wedding,1137031,4,low,"fd,real_estate",single,1,self-employed,beginner,Tier 2,35,38892,1300844.0,27321,True,23688,7106,7106,9476
1121,39,53409,22386,car,549457,2,medium,"real_estate,mutual_funds",married,2,self-employed,expert,Tier 3,21,66716,4234251.0,31023,True,22894,11447,4578,6869
1122,41,96238,70114,bike,72397,2,medium,"stocks,fd",single,0,business,none,Tier 3,19,40169,636470.0,26124,True,3016,1508,603,905
1123,31,174413,77393,retirement,6683460,25,medium,"fd,mutual_funds",single,2,salaried,beginner,Tier 1,29,15974,686438.0,97020,True,22278,11139,4455,6684
1124,38,112648,48950,retirement,10217037,20,medium,"mutual_funds,stocks",single,3,business,beginner,Tier 2,22,60612,3759726.0,63698,True,42570,21285,8514,12771
1125,38,159878,117553,education,511463,3,low,"stocks,real_estate",married,0,salaried,expert,Tier 2,22,11458,2444820.0,42325,True,14207,4262,4262,5683
1126,27,55477,23249,bike,154154,2,medium,"real_estate,mutual_funds",single,3,self-employed,intermediate,Tier 3,33,22352,3792849.0,32228,True,6423,3211,1284,1928
1127,58,129560,62505,education,1169241,3,medium,"gold,mutual_funds",single,2,business,intermediate,Tier 1,2,35984,3630885.0,67055,True,32478,16239,6495,9744
